repo_owner,repo_name,issue_number,title,body_length,num_labels,created_at,closed_at,num_comments,has_gfi_label,days_open,resolver,resolver_commit_count,is_newcomer_resolver,resolution_method,confidence_score
pytorch,pytorch,27082,"[Contributor Welcome] Implement C++ API version of torch.nn.functional.pdist",1207,3,2019-09-30T18:28:08Z,2019-10-01T14:58:58Z,3,1,0,,,,,
pytorch,pytorch,22970,"Inconsistent Behavior in torch.distributions log_prob for float input in uniform distribution.",3065,4,2019-07-17T14:22:36Z,2019-08-22T15:19:52Z,7,1,36,vbsinha,1,1,commit,medium
pytorch,pytorch,22697,"[docs] torch.lerp typo",287,4,2019-07-10T19:01:13Z,2019-08-18T16:17:27Z,5,1,38,,,,,
pytorch,pytorch,23603,"torch.Tensor.repeat() fails for 0 repeats",1147,3,2019-07-31T16:20:39Z,2019-08-07T16:19:19Z,2,1,6,oja,1,1,commit,medium
pytorch,pytorch,22243,"`torch.lu_solve` gives an unintuitive error message when the inputs are not batched",517,3,2019-06-25T23:26:34Z,2019-07-25T14:49:54Z,2,1,29,,,,,
pytorch,pytorch,14698,"torch.onnx.export is missing documentation on the docs page",315,6,2018-12-03T11:54:54Z,2019-07-17T17:53:18Z,2,1,226,zhangguanheng66,3,0,commit,medium
pytorch,pytorch,19220,"[FR] support base in logspace",268,5,2019-04-12T21:44:58Z,2019-04-24T23:20:57Z,2,1,12,,,,,
pytorch,pytorch,18382,"[FR] make torch.nn.utils.convert_sync_batchnorm a classmethod of SyncBatchNorm",308,6,2019-03-23T06:38:15Z,2019-04-07T07:14:55Z,3,1,15,iArunava,2,1,commit,medium
pytorch,pytorch,16364,"ReduceLROnPlateau should clone ""current"" when saving ""best""",2741,1,2019-01-25T14:16:55Z,2019-03-29T13:59:10Z,8,1,62,,,,,
pytorch,pytorch,15409,"Bad error message when creating a class instance in script functions",1012,2,2018-12-19T21:02:39Z,2019-03-18T18:05:00Z,4,1,88,,,,,
pytorch,pytorch,15537,"RandomSampler length",700,2,2018-12-26T09:39:09Z,2019-01-14T05:53:05Z,5,1,18,,,,,
pytorch,pytorch,15338,"Inconsistent behavior of clamp on CPU / GPU with nans",941,1,2018-12-18T10:30:07Z,2019-01-02T12:14:29Z,3,1,15,,,,,
pytorch,pytorch,15344,"inspect.getargspec() is deprecated in Python 3",2992,1,2018-12-18T15:52:54Z,2018-12-21T17:41:51Z,1,1,3,bastonero,0,1,pr,medium
pytorch,pytorch,6773,"Indexing with list of booleans differs from numpy",652,1,2018-04-19T17:01:53Z,2018-12-21T03:26:23Z,14,1,245,,,,,
pytorch,pytorch,15214,"[collect_env] run doesn't support non-ascii characters in output",884,1,2018-12-14T10:21:57Z,2018-12-21T00:57:48Z,0,1,6,surgan12,1,1,commit,medium
pandas-dev,pandas,26564,"`pd.groupby` seems to mutate my `pd.Grouper` in-place",6315,3,2019-05-29T18:50:34Z,2025-09-19T18:34:54Z,5,1,2304,jarent-nvidia,0,1,pr,high
pandas-dev,pandas,62314,"DOC: Clarify parentheses vs. brackets",1194,2,2025-09-11T05:37:12Z,2025-09-19T16:44:12Z,4,1,8,AnandMukherjee2004,0,1,pr,high
pandas-dev,pandas,34681,"BUG: groupby.sum() is inconsistent with df.sum() for large integers",2899,6,2020-06-09T21:20:06Z,2025-09-19T11:56:24Z,28,1,1927,,,,,
pandas-dev,pandas,54409,"BUG: loc fails with tz_aware DateTimeIndex ",3203,5,2023-08-04T14:09:45Z,2025-09-10T18:37:50Z,5,1,768,skalwaghe-56,0,1,pr,high
pandas-dev,pandas,62094,"BUG: In main, TimedeltaIndex.shift() requires freq in the index, but it may not be available because it was computed",3075,4,2025-08-12T15:52:45Z,2025-09-10T18:34:33Z,15,1,29,Chenghaoxiang,0,1,pr,high
pandas-dev,pandas,27977,"DOC: Fix formatting errors in docstrings",5083,2,2019-08-17T21:19:25Z,2025-09-06T17:59:39Z,11,1,2211,refactoriel,0,1,pr,high
pandas-dev,pandas,27976,"Fix PR02 issues in docstrings",18661,2,2019-08-17T21:18:31Z,2025-09-06T17:58:01Z,20,1,2211,AminooZ,0,1,pr,medium
pandas-dev,pandas,22836,"DOC: Generating docs doesn't work if path has whitespaces",353,2,2018-09-26T11:26:31Z,2025-09-06T17:50:02Z,18,1,2537,thiviyanT,0,1,pr,medium
pandas-dev,pandas,20492,"issue when shifting with Timedelta in a groupby",1974,4,2018-03-26T17:33:46Z,2025-09-06T17:45:21Z,15,1,2721,,,,,
pandas-dev,pandas,19082,"BUG: Creating Index name using `names` names argument, doesn't set index name",1723,3,2018-01-04T20:05:02Z,2025-09-06T17:42:41Z,10,1,2801,topper-123,0,1,pr,medium
pandas-dev,pandas,17096,"DOC: use shared_docs for isna/notna & isnull/notnull",197,3,2017-07-27T09:59:34Z,2025-09-06T17:36:40Z,13,1,2963,,,,,
pandas-dev,pandas,16714,"inplace kwarg must be of bool type, but other boolean kwargs don't have this restriction",1726,5,2017-06-16T19:13:29Z,2025-09-06T17:32:30Z,14,1,3003,,,,,
pandas-dev,pandas,15609,"DOC: inconsistent docs-string signatures for shared functions",1469,2,2017-03-07T22:33:25Z,2025-09-06T17:23:59Z,8,1,3104,,,,,
pandas-dev,pandas,10720,"DOC/ERR: better error message on unsuccessful datetime parsing",204,4,2015-08-01T16:01:55Z,2025-09-06T17:19:09Z,22,1,3689,,,,,
pandas-dev,pandas,4599,"Give the merge copy parameter better documentation",169,2,2013-08-18T15:59:22Z,2025-09-06T17:05:55Z,10,1,4402,,,,,
pandas-dev,pandas,56853,"BUG: Insert then delete column into MultiIndex with timestamps leads to RecursionError",3196,5,2024-01-12T22:49:37Z,2025-09-06T00:43:17Z,7,1,602,skalwaghe-56,0,1,pr,high
pandas-dev,pandas,57936,"ENH:  Rename internal `DataFrame._append()` ",1048,3,2024-03-20T21:11:54Z,2025-08-21T20:35:57Z,12,1,518,whyvineet,0,1,pr,high
pandas-dev,pandas,61588,"CI: Test pandas with numpy 1.26",64,4,2025-06-06T14:17:38Z,2025-07-08T15:44:44Z,5,1,32,mroeschke,0,1,pr,high
pandas-dev,pandas,61733,"DOC: Index.infer_objects is missing from docs",570,3,2025-06-28T18:12:20Z,2025-06-30T17:20:12Z,0,1,1,PreethamYerragudi,0,1,pr,high
pandas-dev,pandas,61587,"WEB: Add table of content for the Ecosystem page",187,2,2025-06-06T13:56:03Z,2025-06-16T09:09:07Z,4,1,9,,,,,
pandas-dev,pandas,61557,"BUG: regex match in compliance tests no longer match pytest expected inputs",1724,3,2025-06-04T17:11:35Z,2025-06-13T17:44:32Z,2,1,9,iabhi4,0,1,pr,high
pandas-dev,pandas,61531,"CI: Micromamba taking too long to resolve the environments in the CI",655,3,2025-06-01T14:08:04Z,2025-06-13T14:34:13Z,6,1,12,datapythonista,0,1,pr,high
pandas-dev,pandas,61573,"WEB: Test that our versions JSON is valid",250,2,2025-06-05T18:59:22Z,2025-06-07T10:00:47Z,0,1,1,iabhi4,0,1,pr,high
pandas-dev,pandas,61571,"DOC: Version dropdown not working",241,2,2025-06-05T18:40:11Z,2025-06-05T19:25:20Z,0,1,0,datapythonista,0,1,pr,high
pandas-dev,pandas,61475,"BUG: More Indicative Error when pd.melt with duplicate columns",3861,4,2025-05-21T22:01:23Z,2025-05-30T16:43:56Z,2,1,8,ZanirP,0,1,pr,high
pandas-dev,pandas,61432,"DOC: Series.name is just Hashable, but many column arguments require str",888,3,2025-05-12T15:45:47Z,2025-05-20T21:40:33Z,1,1,8,cmp0xff,0,1,pr,high
pandas-dev,pandas,40680,"DOC: Additional items for the cheat sheet",811,2,2021-03-29T16:18:42Z,2025-05-11T17:29:58Z,41,1,1504,Shoestring42,0,1,pr,high
pandas-dev,pandas,61188,"BUG: date comparison fails when series is all pd.NaT values",3330,3,2025-03-27T09:24:05Z,2025-04-15T12:42:01Z,5,1,19,Mohit-Kundu,0,1,pr,high
pandas-dev,pandas,59458,"DOC: fix docstring validation errors for `pandas.Timestamp`",1321,3,2024-08-09T11:59:24Z,2025-04-07T16:57:54Z,29,1,241,j-hendricks,0,1,pr,high
pandas-dev,pandas,40735,"BUG (?): dtype.value_counts() shows categorical multiple times",2706,4,2021-04-01T18:47:58Z,2024-07-30T17:18:45Z,18,1,1215,jahn96,0,1,pr,high
pandas-dev,pandas,60550,"ENH: Passing a single value to `.describe(percentiles = [0.25])` returns 25th- and 50th-percentile",3570,2,2024-12-12T09:20:43Z,2025-03-21T21:13:05Z,11,1,99,MartinBraquet,0,1,pr,high
pandas-dev,pandas,61123,"DOC: `read_excel` `nrows` parameter reads extra rows when tables are adjacent (no blank row)",3510,3,2025-03-14T21:30:43Z,2025-03-19T20:37:24Z,1,1,4,robertutterback,0,1,pr,high
pandas-dev,pandas,59698,"DOC: fix docstring validation errors for pandas.Timedelta/pandas.TimedeltaIndex",1563,3,2024-09-03T18:44:37Z,2025-03-17T16:54:40Z,31,1,194,amanlai,0,1,pr,high
pandas-dev,pandas,46865,"STYLE replace flake8-rst with something maintained",622,2,2022-04-25T11:31:53Z,2025-03-14T11:45:19Z,17,1,1054,DeaMariaLeon,0,1,pr,medium
pandas-dev,pandas,60695,"BUG: Series constructor from dictionary drops key (index) levels when not all keys have same number of entries",3672,3,2025-01-11T19:14:38Z,2025-03-07T23:51:46Z,26,1,55,Anurag-Varma,0,1,pr,high
pandas-dev,pandas,35202,"BUG: `len(df.groupby(..., dropna=False))` raises ValueError: Categorical categories cannot be null",4807,4,2020-07-09T23:29:10Z,2025-02-28T21:50:50Z,13,1,1694,asharmalik19,0,1,pr,high
pandas-dev,pandas,59592,"DOC: fix docstring validation errors for pandas.Series",1356,3,2024-08-24T09:41:47Z,2025-02-25T17:47:59Z,37,1,185,ivonastojanovic,0,1,pr,medium
pandas-dev,pandas,60942,"BUG: pd.Series.rename(..., inplace=True) returns a pd.Series and not nont",3545,5,2025-02-16T15:42:49Z,2025-02-22T01:12:31Z,3,1,5,loicdiridollou,0,1,pr,high
pandas-dev,pandas,60750,"BUG: `pd.Series.isnumeric()` doesn't work on decimal value strings",3032,3,2025-01-21T22:51:24Z,2025-02-21T01:12:42Z,20,1,30,akj2018,0,1,pr,high
pandas-dev,pandas,25548,"Inconsistent behaviour when assigning to series?",732,3,2019-03-05T14:08:26Z,2025-02-19T21:18:38Z,9,1,2178,DhruvBShetty,0,1,pr,medium
pandas-dev,pandas,60563,"BUG: value_counts() returns error/wrong result with PyArrow categorical columns with nulls",6914,5,2024-12-14T00:59:58Z,2025-02-19T17:13:50Z,10,1,67,chilin0525,0,1,pr,high
pandas-dev,pandas,60237,"BUG: `.convert_dtypes(dtype_backend=""pyarrow"")` strips timezone from tz-aware pyarrow timestamp Series",3279,5,2024-11-08T06:29:30Z,2025-02-18T20:36:00Z,10,1,102,Anurag-Varma,0,1,pr,high
pandas-dev,pandas,58667,"DEPR: Deprecate method argument of reindex_like ",624,3,2024-05-10T18:46:30Z,2024-05-15T17:49:25Z,5,1,4,tomytp,0,1,pr,high
pandas-dev,pandas,16300,"Wrong error message in HDFStore.append when appending dataframe with None item in previously string-only column",8369,4,2017-05-09T14:08:39Z,2025-02-05T17:48:58Z,9,1,2829,JakeTT404,0,1,pr,high
pandas-dev,pandas,20883,"Unexpected results when filtering with .isin (some fields contain python datastructures)",2770,2,2018-04-30T16:17:15Z,2022-12-02T19:58:43Z,12,1,1677,ltoniazzi,0,1,pr,high
pandas-dev,pandas,22801,"DataFrame.to_dict can result in data loss when indexes are not unique",1696,2,2018-09-21T16:47:08Z,2018-10-11T13:09:06Z,4,1,19,jameswinegar,0,1,pr,high
pandas-dev,pandas,60727,"DOC: Add comparison with SPSS",584,2,2025-01-17T18:18:52Z,2025-01-22T18:41:46Z,1,1,5,Jacob-Lazar,0,1,pr,high
pandas-dev,pandas,59041,"ENH: .isin() method should use __contains__ rather than __iter__ for user-defined classes to determine presence.",1564,3,2024-06-18T05:54:58Z,2024-07-08T18:15:26Z,10,1,20,AnaDenisa,0,1,pr,high
pandas-dev,pandas,40139,"ENH:AttributeError: 'SeriesGroupBy' object has no attribute 'kurtosis'",2297,3,2021-03-01T09:54:02Z,2025-01-10T17:42:37Z,11,1,1411,snitish,0,1,pr,high
pandas-dev,pandas,15275,"DataFrameGroupBy.idxmin() returns DataFrame, documentation says Series",1855,3,2017-01-31T23:36:06Z,2024-12-03T18:43:00Z,11,1,2862,Axeldnahcram,0,1,pr,high
pandas-dev,pandas,47971,"BUG: pivot_table downcasting dtypes even if not necessary",1265,4,2022-08-04T21:13:04Z,2024-11-21T16:23:09Z,5,1,839,AbhishekChaudharii,0,1,pr,high
pandas-dev,pandas,49236,"ENH: Expose `to_pandas_kwargs` in `read_parquet` for pyarrow engine",5017,4,2022-10-21T16:38:28Z,2024-11-21T07:52:13Z,7,1,761,kleinhenz,0,1,pr,high
pandas-dev,pandas,60084,"BUG: arithmetic can break equality-hash invariant for Timestamp during DST transition",4325,5,2024-10-22T21:13:08Z,2024-11-17T13:52:52Z,15,1,25,KevsterAmp,0,1,pr,high
pandas-dev,pandas,59904,"BUG: pd.read_csv date parsing not working with dtype_backend=""pyarrow"" and missing values",3035,6,2024-09-26T13:22:38Z,2024-11-15T18:20:12Z,12,1,50,KevsterAmp,0,1,pr,high
pandas-dev,pandas,60307,"DOC: Dataframe.from_records should not say that passing in a DataFrame for data is allowed",1206,3,2024-11-13T22:05:30Z,2024-11-14T17:18:58Z,2,1,0,U-S-jun,0,1,pr,high
pandas-dev,pandas,59884,"BUG: Disabling pandas option display.html.use_mathjax has no effect",3422,3,2024-09-25T08:53:52Z,2024-11-14T17:16:19Z,6,1,50,KevsterAmp,0,1,pr,high
pandas-dev,pandas,60275,"DOC: Document merge_cells=""columns"" in to_excel",189,3,2024-11-10T16:03:58Z,2024-11-13T21:07:35Z,2,1,3,ZKaoChi,0,1,pr,high
pandas-dev,pandas,18696,"Groupby with function returning a tuple fails if index has a name",1569,3,2017-12-08T17:57:36Z,2024-11-10T17:15:05Z,9,1,2528,,,,,
pandas-dev,pandas,59950,"BUG: DataFrame.query() throws error when df has duplicate column names",4291,3,2024-10-03T09:07:39Z,2024-11-05T19:00:31Z,12,1,33,miguelcsx,0,1,pr,high
pandas-dev,pandas,60102,"BUG: Frequency shift on empty DataFrame doesn't shift index",2788,4,2024-10-24T18:49:30Z,2024-11-05T18:41:40Z,2,1,11,eightyseven,0,1,pr,high
pandas-dev,pandas,58713,"BUG: pd.merge fail with numpy.uintc on Windows",4903,4,2024-05-14T08:21:14Z,2024-11-01T16:56:02Z,4,1,171,AbhishekChaudharii,0,1,pr,high
pandas-dev,pandas,32550,"Fix capitalization among headings in documentation files",6922,2,2020-03-09T02:53:20Z,2024-10-30T19:47:31Z,48,1,1696,steeleelliott03,0,1,pr,high
pandas-dev,pandas,60066,"PERF: df.astype(""float64[pyarrow]"") is slow, df.astype(""Float64"") is super slow",3032,4,2024-10-18T03:03:51Z,2024-10-30T19:31:20Z,4,1,12,auderson,0,1,pr,high
pandas-dev,pandas,59902,"docs: update `freq` description for `pd.Timedelta.ceil` to match `DatetimeIndex.ceil`'s `freq` description",3716,3,2024-09-26T12:20:49Z,2024-10-30T18:33:15Z,14,1,34,eightyseven,0,1,pr,high
pandas-dev,pandas,60091,"BUG: Merging on two non-monotonic `np.intc` arrays fails",5506,3,2024-10-23T20:14:20Z,2024-10-27T13:32:55Z,4,1,3,AbhishekChaudharii,0,1,pr,medium
pandas-dev,pandas,59938,"BUG: Inconsistent treatment of NaNs when `.apply()` function is used on categorical columns",4010,4,2024-10-02T10:47:47Z,2024-10-04T21:19:58Z,2,1,2,saldanhad,0,1,pr,high
pandas-dev,pandas,59876,"BUG: `pd.options.display.float_format` did not follow left side or before decimal places format ",2980,3,2024-09-23T09:28:23Z,2024-10-04T19:45:31Z,21,1,11,saldanhad,0,1,pr,high
pandas-dev,pandas,59712,"BUG: groupby().any() returns True instead of False for groups where timedelta column is all null",3014,4,2024-09-04T23:21:23Z,2024-10-01T20:33:43Z,9,1,26,Petroncini,0,1,pr,high
pandas-dev,pandas,57416,"DOC: fix RT03 errors in docstrings ",878,2,2024-02-14T05:13:11Z,2024-03-18T02:00:59Z,18,1,32,bergnerjonas,0,1,pr,medium
pandas-dev,pandas,27220,"json_normalize does not handle nested meta paths when also using a nested record_path",5756,3,2019-07-03T22:03:41Z,2020-05-09T19:50:47Z,8,1,310,LTe,0,1,pr,high
pandas-dev,pandas,59670,"DOC: Document that DataFrame.from_records()'s columns argument also acts as ""include""",1132,3,2024-08-30T19:34:56Z,2024-09-06T18:14:10Z,5,1,6,ammar-qazi,0,1,pr,high
pandas-dev,pandas,59695,"DOC: methods in see also section in the pandas.core.groupby.DataFrameGroupBy.agg are not hyperlinks",874,3,2024-09-03T14:22:57Z,2024-09-04T16:39:44Z,4,1,1,doshi-kevin,0,1,pr,high
pandas-dev,pandas,16827,"Scatter plot with colour_by and size_by variables",3147,3,2017-07-05T01:30:22Z,2024-09-03T21:42:24Z,11,1,2617,michaelmannino,0,1,pr,high
pandas-dev,pandas,34531,"Extreme performance issue in pandas 1.0.3 when setting a new column with DatetimeIndex",1082,5,2020-06-02T14:24:25Z,2024-08-25T19:26:41Z,10,1,1545,jbrockmendel,0,1,pr,medium
pandas-dev,pandas,26889,"Performance issue when replacing a sting column with integer",1500,3,2019-06-16T18:51:08Z,2024-08-25T19:26:15Z,9,1,1897,,,,,
pandas-dev,pandas,26475,"df.groupby on a column with complex numbers is broken",433,5,2019-05-20T20:38:53Z,2024-08-25T19:10:37Z,5,1,1923,alimcmaster1,0,1,pr,medium
pandas-dev,pandas,59532,"DOC: Wrong bug number in what's new v3.0.0",723,2,2024-08-16T18:25:52Z,2024-08-19T19:59:35Z,3,1,3,matsidzi,0,1,pr,high
pandas-dev,pandas,52536,"BUG: Either incorrect unit validation for 'T' in to_timedelta() or incorrect documentation",3169,3,2023-04-08T06:10:46Z,2023-06-20T11:07:32Z,13,1,73,natmokval,0,1,pr,high
pandas-dev,pandas,53071,"BUG: Add ``numeric_only`` to function signature of ``DataFrameGroupBy.cumprod`` and ``DataFrameGroupBy.cumsum`",773,4,2023-05-04T13:24:26Z,2024-08-06T21:03:04Z,13,1,460,maushumee,0,1,pr,high
pandas-dev,pandas,58065,"DOC: Enforce Numpy Docstring Validation | pandas.DataFrame",1841,2,2024-03-29T07:02:58Z,2024-07-17T19:17:03Z,34,1,110,shriyakalakata,0,1,pr,high
pandas-dev,pandas,59130,"DOC: ""Accelerated operations"" talks about speedup in obsolete versions of Pandas",878,2,2024-06-28T00:31:12Z,2024-08-05T17:41:22Z,9,1,38,anuk909,0,1,pr,medium
pandas-dev,pandas,59309,"pandas.Series.groupby example is not relevant",552,2,2024-07-25T11:14:33Z,2024-07-31T01:46:49Z,6,1,5,ApoorvApoorv,0,1,pr,high
pandas-dev,pandas,50864,"BUG: numpy.maximum(pandas.Timestamp(...), pandas.Series(..., dtype='datetime64')) fails with TypeError",4192,2,2023-01-19T14:41:15Z,2024-07-29T18:00:00Z,6,1,557,tirthrajj,0,1,pr,high
pandas-dev,pandas,19159,"Document our pytest fixtures",15909,3,2018-01-09T20:14:16Z,2024-07-23T16:31:52Z,20,1,2386,sliuos,0,1,pr,high
pandas-dev,pandas,38990,"DOC: add comparison to spreadsheets",2249,3,2021-01-06T02:49:22Z,2024-07-21T06:38:57Z,16,1,1292,afeld,0,1,pr,medium
pandas-dev,pandas,18220,"DOC: DataFrame.groupy.agg with a list of tuples",599,3,2017-11-10T20:19:17Z,2024-07-19T22:54:03Z,6,1,2443,jahn96,0,1,pr,medium
pandas-dev,pandas,59095,"DOC: to_sql docs should mention ADBC",609,2,2024-06-25T12:39:47Z,2024-07-08T15:36:58Z,2,1,13,wooseogchoi,0,1,pr,high
pandas-dev,pandas,10899,"read_sql should accept a sql_params parameter",905,3,2015-08-24T20:23:42Z,2024-06-26T05:33:10Z,13,1,3228,erichxchen,0,1,pr,medium
pandas-dev,pandas,59010,"DOC: Link to SPEC 0 instead of NEP 29",473,2,2024-06-14T01:43:45Z,2024-06-14T22:52:55Z,2,1,0,tilovashahrin,0,1,pr,high
pandas-dev,pandas,49201,"DOC: Adding new columns in a DataFrame of Nullable type might be better explained",1943,3,2022-10-20T10:34:06Z,2024-06-06T21:01:05Z,6,1,595,giormala,0,1,pr,high
pandas-dev,pandas,58824,"DOC: Enhance the docstrings to provide more detailed explanations for the functions and their parameters in Common.py",2595,2,2024-05-24T21:56:05Z,2024-05-31T18:33:19Z,3,1,6,santhoshbethi,0,1,pr,high
pandas-dev,pandas,55435,"DOC: Add docstrings for MultiIndex.levels and MultiIndex.codes",546,3,2023-10-07T11:00:22Z,2024-05-24T15:32:16Z,21,1,230,shiersansi,0,1,pr,medium
pandas-dev,pandas,21340,"Groupby on a column with tuples creates a multiindex, yielding unexpected behaviour.",2599,6,2018-06-06T15:25:27Z,2024-05-08T19:14:32Z,7,1,2163,jasonmokk,0,1,pr,high
pandas-dev,pandas,15302,"BUG: read_csv with date_parser lock file open on failure",1160,3,2017-02-03T21:44:28Z,2024-05-07T22:26:48Z,18,1,2650,,,,,
pandas-dev,pandas,58446,"BUG: `groupby.agg` with `as_index=False` and duplicate columns in `by` fails with `pd.NamedAgg`.",3449,4,2024-04-26T21:12:49Z,2024-05-06T18:24:28Z,5,1,9,jasonmokk,0,1,pr,high
pandas-dev,pandas,58465,"PERF: shift() of boolean series gives drawdown by an order of magnitude with default filling np.NaN comparing with filling by bool like False",2848,3,2024-04-28T19:12:16Z,2024-05-06T17:04:55Z,7,1,7,SongYeongEng,0,1,pr,high
pandas-dev,pandas,55431,"BUG: AttributeError: 'DatetimeArray' object has no attribute 'notna' in pandas 2.1.1",4232,4,2023-10-06T22:37:01Z,2024-04-29T18:49:52Z,11,1,205,jasonmokk,0,1,pr,high
pandas-dev,pandas,37062,"ENH: MultiIndex.dtypes",1038,4,2020-10-11T22:01:00Z,2020-12-11T23:04:19Z,4,1,61,skvrahul,0,1,pr,high
pandas-dev,pandas,55776,"BUG: Parquet size grows exponential for categorical data ",5263,4,2023-10-31T11:07:30Z,2024-04-19T00:01:55Z,13,1,170,abeltavares,0,1,pr,high
pandas-dev,pandas,54315,"TST: div/truediv with PyArrow duration types",143,3,2023-07-30T17:41:03Z,2024-04-15T17:13:22Z,9,1,259,mroeschke,0,1,pr,high
pandas-dev,pandas,58246,"How do I read and write tabular data?",1151,3,2024-04-13T04:44:08Z,2024-04-15T16:47:32Z,2,1,2,jmbenson,0,1,pr,high
pandas-dev,pandas,53072,"ENH: Add ``numeric_only`` to ``DataFrame.cum*`` methods",704,4,2023-05-04T13:26:43Z,2024-04-11T15:20:50Z,9,1,343,weikhor,0,1,pr,high
pandas-dev,pandas,57087,"BUG:  `DataFrame.any()` inconsistent with other methods",3290,3,2024-01-26T18:20:31Z,2024-04-09T16:58:29Z,5,1,73,Aloqeely,0,1,pr,high
pandas-dev,pandas,49202,"DOC: Improve the register_index_accessor Documentation",650,3,2022-10-20T11:15:22Z,2024-04-03T18:12:53Z,10,1,531,sjalkote,0,1,pr,high
pandas-dev,pandas,35296,"DOC: Reccomended use of read_csv's date_parser parameter is very slow",8013,5,2020-07-15T19:51:10Z,2024-04-02T20:13:41Z,13,1,1357,ShashwatAgrawal20,0,1,pr,high
pandas-dev,pandas,57792,"BUG: read_csv inconsistent behavior",4022,3,2024-03-09T23:44:19Z,2024-04-01T18:42:55Z,7,1,22,quangngd,0,1,pr,high
pandas-dev,pandas,57088,"DOC: `DataFrame.any()` and `DataFrame.all()` documentation specifies the wrong return types",913,3,2024-01-26T18:30:14Z,2024-04-01T17:32:03Z,6,1,65,lamprinikourou,0,1,pr,high
pandas-dev,pandas,57392,"DOC: fix SA05 errors in docstrings ",875,3,2024-02-13T03:17:47Z,2024-02-16T17:24:31Z,31,1,3,williamking1221,0,1,pr,high
pandas-dev,pandas,57438,"DOC: fix PR01 errors in docstrings ",873,3,2024-02-15T19:46:43Z,2024-03-18T02:00:31Z,12,1,31,Deen-dot,0,1,pr,medium
pandas-dev,pandas,57440,"DOC: fix ES01 errors in docstrings ",876,3,2024-02-15T19:59:20Z,2024-02-26T17:57:10Z,15,1,10,jordan-d-murphy,0,1,pr,medium
pandas-dev,pandas,57443,"DOC: fix GL08 errors in docstrings ",873,3,2024-02-15T21:30:57Z,2024-03-18T02:00:21Z,18,1,31,jordan-d-murphy,0,1,pr,medium
pandas-dev,pandas,57111,"DOC: fix PR02 errors in docstrings",943,3,2024-01-28T06:15:24Z,2024-03-18T02:01:11Z,36,1,49,jordan-d-murphy,0,1,pr,medium
pandas-dev,pandas,37093,"BUG: groupby-transform produces NaN for series keys with as_index=False",2529,4,2020-10-13T07:09:16Z,2024-03-28T17:58:53Z,6,1,1262,undermyumbrella1,0,1,pr,high
pandas-dev,pandas,57831,"DOC: Remove Dask and Modin sections in `scale.rst` in favor of linking to ecosystem docs.",481,2,2024-03-13T17:52:22Z,2024-03-15T21:43:33Z,3,1,2,yukikitayama,0,1,pr,high
pandas-dev,pandas,57092,"DOC: `Series.interpolate` and `DataFrame.Interpolate` refer to methods that are no longer there.",941,3,2024-01-26T19:19:32Z,2024-03-05T02:50:36Z,3,1,38,sjalkote,0,1,pr,high
pandas-dev,pandas,56784,"BUG: DataFrame.drop_duplicates method fails when a column with a list dtype is present",1916,3,2024-01-08T21:27:01Z,2024-03-05T00:55:25Z,7,1,56,flaviaouyang,0,1,pr,high
pandas-dev,pandas,42016,"BUG: groupby with dropna=False and 'unique' aggregate creates duplicated index",3188,5,2021-06-15T11:06:26Z,2024-03-05T00:47:11Z,4,1,993,luke396,0,1,pr,high
pandas-dev,pandas,57457,"BUG: Endianness problem with weird data types and shape",3067,3,2024-02-16T15:58:37Z,2024-02-20T17:11:03Z,6,1,4,natmokval,0,1,pr,high
pandas-dev,pandas,57419,"DOC: Add example for DataFrame.pow",322,3,2024-02-14T13:57:29Z,2024-02-19T23:38:31Z,0,1,5,santhoshbethi,0,1,pr,high
pandas-dev,pandas,57259,"DOC: `CategoricalDtype` equality semantics aren't completely described",1533,3,2024-02-05T08:03:57Z,2024-02-17T12:25:58Z,12,1,12,luke396,0,1,pr,high
pandas-dev,pandas,34164,"BUG: grouping with categorical interval columns",5229,2,2020-05-13T21:47:26Z,2024-02-14T21:10:47Z,11,1,1371,PrimeF,0,1,pr,medium
pandas-dev,pandas,37491,"BUG: Inconsistent data type conversion with .sum",2642,4,2020-10-29T17:33:34Z,2024-02-08T23:26:33Z,12,1,1197,banorton,0,1,pr,high
pandas-dev,pandas,56718,"ENH: raise TypeError if offsets which are not supported as period frequency pass to asfreq  ",1010,2,2024-01-03T21:00:41Z,2024-02-07T13:41:46Z,7,1,34,aram-cedarwood,0,1,pr,high
pandas-dev,pandas,57165,"WEB: Follow us buttons in the pandas home page not displaying",462,2,2024-01-31T05:43:46Z,2024-02-05T17:32:54Z,7,1,5,koushik-rout-samsung,0,1,pr,high
pandas-dev,pandas,57248,"BUG: breaking type annotation of `format_percentiles` function in `io/formats/format.py`",848,3,2024-02-04T13:42:42Z,2024-02-04T16:05:21Z,1,1,0,MarkBekooy,0,1,pr,high
pandas-dev,pandas,56972,"DOC: Clarifying Terminology:  ""Brackets"" vs ""Parentheses""",1434,3,2024-01-20T05:07:56Z,2024-02-04T15:24:15Z,7,1,15,nkasing,0,1,pr,high
pandas-dev,pandas,17505,"DOC: nice links / examples for setting with copy & aggregation",301,2,2017-09-13T01:38:13Z,2024-02-04T15:18:25Z,2,1,2335,phofl,0,1,pr,high
pandas-dev,pandas,57217,"WEB: Broken link to Anaconda",146,2,2024-02-02T22:48:44Z,2024-02-03T01:23:01Z,1,1,0,chrish935,0,1,pr,high
